,nfeatures,nmatches,ngoodmatches,reproj_error,ex_time
0,444,444,48,0.0,0.08914804458618164
0,443,443,8,23.8880558013916,0.0491478443145752
0,357,357,37,0.0,0.06803393363952638
0,357,357,43,0.0,0.05783414840698242
0,356,356,28,0.6365715309425637,0.0973658561706543
0,330,330,35,0.0,0.12022995948791505
0,339,339,40,0.0,0.3953568935394287
0,334,334,37,0.0,0.05893898010253906
0,334,334,13,4.1537615458170585,1.8385498523712158
0,311,311,43,0.0,0.04894590377807617
0,313,313,43,0.0,0.09344696998596193
0,321,321,8,0.0,0.05529904365539552
0,127,127,41,0.5130656106131417,0.04750204086303711
0,123,123,33,0.0,0.04575896263122559
0,130,130,8,3.928967067173549,0.04543399810791016
0,130,130,42,0.5,0.05805611610412598
0,140,140,48,0.0,0.0764760971069336
0,136,136,33,0.20576949346633186,0.0468440055847168
0,135,135,40,6.935813210227273e-07,0.0646209716796875
0,137,137,41,6.935813210227273e-07,0.023891925811767568
0,136,136,31,0.14472753351384945,0.07577896118164062
0,142,142,38,0.1415032958984375,0.0532379150390625
0,145,145,38,0.1415032958984375,0.033998966217041016
0,130,130,8,2.0480613708496094,0.04805588722229004
0,140,140,48,2.0480613708496094,0.01226186752319336
0,133,133,43,0.5229634465398015,0.06036210060119629
0,134,134,40,0.0,0.08309602737426758
0,136,136,43,0.0,0.08761000633239746
0,132,132,31,0.0,0.03343486785888672
0,131,131,33,0.0,0.06265807151794434
0,133,133,8,0.0,0.049696922302246094
0,112,112,35,0.0,0.05343484878540039
0,128,128,37,0.0,0.0227508544921875
0,141,141,8,7.766371590750557,0.04527091979980469
0,107,107,18,0.0,0.15682196617126465
0,110,110,7,0.0,0.022427082061767568
0,57,57,24,0.9513998592601104,0.0346989631652832
0,57,57,26,0.9513998592601104,0.011662006378173828
0,63,63,24,0.0,0.029186010360717773
0,60,60,23,0.0,0.01321697235107422
0,61,61,25,0.826462639702691,0.032633066177368164
0,56,56,30,0.8654407925075955,0.04034113883972168
0,61,61,22,0.8654407925075955,0.03221702575683594
0,50,50,27,0.8654407925075955,0.02054286003112793
0,58,58,20,0.8654407925075955,0.02805495262145996
0,57,57,20,0.0,0.031393766403198235
0,47,47,23,0.9169522335654812,0.028508901596069336
0,58,58,22,0.9169522335654812,0.013611078262329102
0,63,63,29,0.9722496379505504,0.04282784461975098
0,50,50,26,0.8917218162899926,0.04865407943725586
0,52,52,22,0.8917218162899926,0.020798921585083008
0,55,55,22,0.8917218162899926,0.02257513999938965
0,52,52,28,0.0,0.045859098434448235
0,46,46,15,0.0,0.04287409782409668
0,51,51,31,0.0,0.05506515502929688
0,51,51,27,0.9964923858642578,0.045001983642578125
0,53,53,22,0.0,0.04957199096679688
0,54,54,25,0.0,0.018301010131835938
